"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009895","negative regulation of catabolic process","31/652","324/28943",1.63928935869108e-11,7.25162001762798e-09,4.8410018764791e-09,"Mapkapk2/Traf2/Marchf7/Il1b/Mcl1/Ptpn3/Ppargc1a/Gimap3/Furin/Pde3b/Fus/Banp/Anxa2/Cirbp/Agap2/Larp1/Srsf1/Foxk2/Nampt/Nrde2/Hmgcr/Adra1a/Azin1/Parn/Igf2bp2/Tmem39a/Anks1/Hsp90ab1/Vegfa/Npc1/Rgn",31
"GO:0048511","rhythmic process","30/652","306/28943",1.8989021529552e-11,7.70004823023334e-09,5.14036144212259e-09,"Npas2/Per2/Ptgds/Siah2/Rorc/Per3/Ppargc1a/Clock/Kcnd2/Bhlhe41/Atf5/Dbp/Arntl/Fbxl22/Rora/Spsb4/Foxo3/Cry1/Per1/Hlf/Nr1d1/Naglu/Nampt/Nfil3/Nr1d2/Atf4/Tef/Adamts1/Sik1/Klf9",30
"GO:0031032","actomyosin structure organization","25/652","215/28943",2.3519586885555e-11,8.80356229116235e-09,5.87704009140265e-09,"Clasp1/Frmd5/Mkks/Sdc4/Cavin4/Wdr1/Myo18b/Eln/Met/Lmod2/Flnc/Zyx/Ppfia1/Acta1/Xirp1/Ccn2/Mypn/Sh3pxd2b/Inpp5k/Tcap/Prkar1a/Actg1/Rgcc/Srf/Pdgfrb",25
"GO:0042326","negative regulation of phosphorylation","34/652","394/28943",2.95943590376486e-11,1.02861536483713e-08,6.86678135264539e-09,"Eng/Il1b/Pmepa1/Dnaja1/Shb/Nppa/Ppargc1a/Dynll1/Hspb1/Actb/Met/Gadd45a/Dusp16/Ppp1r15a/Inpp5f/Irs2/Chordc1/Klhl31/Dusp7/Epm2a/Gadd45b/Pik3ip1/Inpp5j/Xbp1/Hspa4/Inpp5k/Wnk4/Prkar1a/Hmgcr/Angpt1/Crkl/Cdkn1a/Xdh/Rgn",34
"GO:0007623","circadian rhythm","25/652","222/28943",4.74198008528825e-11,1.53829833966751e-08,1.02692986268067e-08,"Npas2/Per2/Ptgds/Siah2/Rorc/Per3/Ppargc1a/Clock/Kcnd2/Bhlhe41/Atf5/Dbp/Arntl/Fbxl22/Rora/Spsb4/Cry1/Per1/Nr1d1/Naglu/Nampt/Nfil3/Nr1d2/Atf4/Sik1",25
"GO:0001933","negative regulation of protein phosphorylation","31/652","346/28943",8.70878068633215e-11,2.64855792623076e-08,1.76811165776454e-08,"Eng/Il1b/Pmepa1/Dnaja1/Shb/Nppa/Ppargc1a/Hspb1/Actb/Met/Gadd45a/Dusp16/Ppp1r15a/Inpp5f/Chordc1/Klhl31/Dusp7/Epm2a/Gadd45b/Inpp5j/Xbp1/Hspa4/Inpp5k/Wnk4/Prkar1a/Hmgcr/Angpt1/Crkl/Cdkn1a/Xdh/Rgn",31
"GO:0051084","'de novo' post-translational protein folding","11/652","37/28943",3.50231450749999e-10,9.97982818419652e-08,6.66228606148581e-08,"Hspe1/Hspa5/Dnajb14/Dnajb5/Hsph1/Dnajb1/Hspa8/Entpd5/St13/Sdf2l1/Hspa1b",11
"GO:0043491","protein kinase B signaling","23/652","207/28943",3.69167503731067e-10,9.97982818419652e-08,6.66228606148581e-08,"Irs1/Rapgef1/Eng/Thbs1/Il1b/Them4/Klf4/Mul1/Pik3cd/Met/Inpp5f/Gdf15/Rasd2/Mmp3/Ddit3/Inpp5k/Ccl2/Sox9/Hsp90aa1/Angpt1/Hsp90ab1/Vegfa/Xdh",23
"GO:0006458","'de novo' protein folding","11/652","38/28943",4.8293842827753e-10,1.23683073263077e-07,8.25677556600808e-08,"Hspe1/Hspa5/Dnajb14/Dnajb5/Hsph1/Dnajb1/Hspa8/Entpd5/St13/Sdf2l1/Hspa1b",11
"GO:0032922","circadian regulation of gene expression","14/652","72/28943",6.77173874880325e-10,1.64756403758383e-07,1.09987293572668e-07,"Npas2/Per2/Rorc/Per3/Ppargc1a/Clock/Bhlhe41/Arntl/Rora/Cry1/Per1/Nr1d1/Nampt/Atf4",14
"GO:1901652","response to peptide","33/652","430/28943",1.19893959545719e-09,2.77811431975937e-07,1.85460029653177e-07,"Epha4/Irs1/Cacybp/Il1b/Nr4a3/Tlr4/Slc25a33/Ptpn11/Ywhag/Klf15/Pde3b/Irs2/Eif4ebp1/Gdf15/Slc27a1/Nr3c2/Cry1/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Nfkbia/Srsf5/Agtr1a/Hnrnpk/Slc39a14/Nr4a1/Tns2/Srsf3/Gpam/CYTB",33
"GO:0051085","chaperone cofactor-dependent protein refolding","10/652","32/28943",1.2966712503673e-09,2.86800104740331e-07,1.91460644910693e-07,"Hspe1/Hspa5/Dnajb14/Dnajb5/Hsph1/Dnajb1/Hspa8/St13/Sdf2l1/Hspa1b",10
"GO:0042026","protein refolding","9/652","24/28943",1.36705906708932e-09,2.89222148715506e-07,1.93077541466254e-07,"Dnajb2/Hspa5/Dnaja1/Hspb1/Hspa8/Cryab/Hsp90aa1/St13/Hspa1b",9
"GO:0043434","response to peptide hormone","30/652","369/28943",1.79084840535082e-09,3.63094514184879e-07,2.42392902583888e-07,"Irs1/Cacybp/Il1b/Nr4a3/Slc25a33/Ptpn11/Ywhag/Klf15/Pde3b/Irs2/Eif4ebp1/Gdf15/Slc27a1/Nr3c2/Cry1/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Srsf5/Agtr1a/Hnrnpk/Slc39a14/Nr4a1/Tns2/Srsf3/Gpam/CYTB",30
"GO:0014706","striated muscle tissue development","26/652","291/28943",3.07037879541389e-09,5.97618528739359e-07,3.98955324743042e-07,"Fhl2/Speg/Cacybp/Cenpf/Eng/Jph2/Pdlim5/Cavin4/Myo18b/Met/Wnt2/Alpk3/Sorbs2/Irx3/Xirp1/Cited2/Tcap/Prkar1a/Ifrd1/Adra1a/Angpt1/Sik1/Vegfa/Srf/Pdgfrb/Alpk2",26
"GO:0055006","cardiac cell development","16/652","110/28943",3.60277318929261e-09,6.74272859196071e-07,4.5012785676749e-07,"Fhl2/Speg/Pdlim5/Cavin4/Myo18b/Met/Alpk3/Sorbs2/Xirp1/Tcap/Adra1a/Vegfa/Srf/Pdgfrb/Alpk2/Pdcd4",16
"GO:0071375","cellular response to peptide hormone stimulus","25/652","278/28943",5.40899907105753e-09,9.55004898590101e-07,6.37537611579608e-07,"Irs1/Il1b/Nr4a3/Slc25a33/Ptpn11/Ywhag/Pde3b/Irs2/Eif4ebp1/Gdf15/Slc27a1/Nr3c2/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Agtr1a/Hnrnpk/Slc39a14/Nr4a1/Tns2/Srsf3/Gpam",25
"GO:0042752","regulation of circadian rhythm","17/652","129/28943",5.49530151264341e-09,9.55004898590101e-07,6.37537611579608e-07,"Npas2/Per2/Ptgds/Siah2/Rorc/Per3/Ppargc1a/Clock/Arntl/Fbxl22/Rora/Spsb4/Cry1/Per1/Nr1d1/Nr1d2/Sik1",17
"GO:1901653","cellular response to peptide","27/652","322/28943",6.02995021661097e-09,1.01178406048376e-06,6.75441973446877e-07,"Epha4/Irs1/Il1b/Nr4a3/Tlr4/Slc25a33/Ptpn11/Ywhag/Pde3b/Irs2/Eif4ebp1/Gdf15/Slc27a1/Nr3c2/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Agtr1a/Hnrnpk/Slc39a14/Nr4a1/Tns2/Srsf3/Gpam",27
"GO:0044262","cellular carbohydrate metabolic process","26/652","302/28943",6.67353914622706e-09,1.08216677967731e-06,7.22427733161178e-07,"Idh1/Irs1/Per2/Bpnt1/B4galt5/Rorc/Stk40/Ppargc1a/Irs2/Ppp1r3b/Rora/Epm2a/Cry1/Dyrk2/Inpp5j/Gck/Shpk/Inpp5k/Nr1d1/Foxk2/Synj2/Sik1/Pcdh12/Ppp1r3c/Rgn/Pfkfb1",26
"GO:1990845","adaptive thermogenesis","19/652","165/28943",6.89419855528084e-09,1.08216677967731e-06,7.22427733161178e-07,"Per2/Pm20d1/Cebpb/Tlr4/Dock7/Alpl/Ppargc1a/Cmklr1/Ucp3/Arntl/Acvr2b/Ddit3/Nr1d1/Map2k6/Lpin1/Atf4/Clic5/Vegfa/Slc25a5",19
"GO:0050767","regulation of neurogenesis","33/652","463/28943",7.52250502689132e-09,1.14389092065166e-06,7.6363324055877e-07,"Epha4/Per2/Plxna2/Il1b/Tgm2/Sema6c/Dock7/Ski/Srrt/Met/Wnt2/Plxna1/Bhlhe41/Atf5/Picalm/Arntl/Eef2k/Ldlr/Dixdc1/Anxa2/Nr1d1/Ifrd1/Akap5/Zcchc24/Dct/Rtn4r/Robo2/Tiam2/Vegfa/Srf/Sema6a/Fgf13/Gdi1",33
"GO:0007517","muscle organ development","29/652","371/28943",8.09607446842407e-09,1.19380298070762e-06,7.96953295360659e-07,"Cenpf/Atf3/Eng/Gpcpd1/Jph2/Bcl9/Cavin4/Ski/Eln/Met/Wnt2/Cyp26b1/Arntl/Acta1/Cryab/Ky/Cited2/Popdc3/Xbp1/Unc45b/Hlf/Tcap/Hmgcr/Nr1d2/Flnb/Angpt1/Ddx17/Nr4a1/Rcan1",29
"GO:0055007","cardiac muscle cell differentiation","18/652","150/28943",8.90735431583885e-09,1.26720174292439e-06,8.45952490679617e-07,"Fhl2/Speg/Cacybp/Pdlim5/Cavin4/Myo18b/Met/Alpk3/Sorbs2/Irx3/Xirp1/Tcap/Adra1a/Sik1/Vegfa/Srf/Pdgfrb/Alpk2",18
"GO:0035051","cardiocyte differentiation","20/652","186/28943",9.1146857793575e-09,1.26720174292439e-06,8.45952490679617e-07,"Fhl2/Speg/Cacybp/Pdlim5/Cavin4/Myo18b/Met/Alpk3/Sorbs2/Irx3/Xirp1/Cited2/Tcap/Adra1a/Sik1/Vegfa/Srf/Pdgfrb/Alpk2/Pdcd4",20
"GO:0055013","cardiac muscle cell development","15/652","104/28943",1.24739515306393e-08,1.68606244855808e-06,1.12557352115652e-06,"Fhl2/Speg/Pdlim5/Cavin4/Myo18b/Met/Alpk3/Sorbs2/Xirp1/Tcap/Adra1a/Vegfa/Srf/Pdgfrb/Alpk2",15
"GO:0032868","response to insulin","23/652","250/28943",1.43860095363765e-08,1.88375568827121e-06,1.25754863045514e-06,"Irs1/Il1b/Slc25a33/Ptpn11/Ywhag/Klf15/Pde3b/Irs2/Eif4ebp1/Slc27a1/Cry1/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Srsf5/Hnrnpk/Slc39a14/Tns2/Srsf3/Gpam",23
"GO:0048738","cardiac muscle tissue development","24/652","271/28943",1.47107924690313e-08,1.88375568827121e-06,1.25754863045514e-06,"Fhl2/Speg/Cacybp/Eng/Jph2/Pdlim5/Cavin4/Myo18b/Met/Wnt2/Alpk3/Sorbs2/Irx3/Xirp1/Cited2/Tcap/Prkar1a/Adra1a/Angpt1/Sik1/Vegfa/Srf/Pdgfrb/Alpk2",24
"GO:0048545","response to steroid hormone","22/652","232/28943",1.7104390628342e-08,2.13410166147467e-06,1.42467340024463e-06,"Idh1/Atp1a1/Adh1/Dnaja1/Alpl/Clock/Spp1/Uri1/Arntl/Sult1a1/Eif4ebp1/Nr3c2/Calr/Cry1/Per1/Agtr1a/Fbxo32/Ddx17/Crebrf/Lbh/Npc1/Klf9",22
"GO:0003012","muscle system process","31/652","432/28943",1.83708256703783e-08,2.23481094280153e-06,1.49190442154704e-06,"Mkks/Snta1/Atp1a1/Pdlim5/Nr4a3/Klf4/Nppa/Rnf207/Kcnh2/Cd38/Apbb2/Met/Lmod2/Klf15/Tead1/Inpp5f/Sorbs2/Scn4b/Ccn2/Foxo3/Srsf1/Tcap/Scn4a/Map2k6/Adra1a/Fbxo32/Nr4a1/Srf/Prkg1/Acta2/Fgf13",31
"GO:0031330","negative regulation of cellular catabolic process","22/652","236/28943",2.33235584569635e-08,2.73129098241909e-06,1.8233421964967e-06,"Mapkapk2/Traf2/Mcl1/Ptpn3/Furin/Fus/Anxa2/Cirbp/Larp1/Srsf1/Foxk2/Nampt/Nrde2/Adra1a/Parn/Igf2bp2/Tmem39a/Anks1/Hsp90ab1/Vegfa/Npc1/Rgn",22
"GO:0035967","cellular response to topologically incorrect protein","15/652","109/28943",2.39333002503357e-08,2.73129098241909e-06,1.8233421964967e-06,"Atf3/Hspa5/Dnajb14/Tmem33/Ppp1r15a/Bag3/Hspa8/Ddit3/Rnf185/Xbp1/Pdia6/Atf4/Sdf2l1/Crebrf/Hspa1b",15
"GO:0034976","response to endoplasmic reticulum stress","23/652","257/28943",2.41359457961408e-08,2.73129098241909e-06,1.8233421964967e-06,"Ankzf1/Dnajb2/Atf3/Hspa5/Thbs1/Chac1/Pdia3/Cebpb/Dnajb14/Tmem33/Pdia4/Ppp1r15a/Calr/Hyou1/Manf/Hsp90b1/Ddit3/Rnf185/Xbp1/Pdia6/Atf4/Sdf2l1/Crebrf",23
"GO:0009259","ribonucleotide metabolic process","31/652","445/28943",3.61940665403634e-08,4.00273472239564e-06,2.67212653931965e-06,"Uck2/Adss/Slc25a25/Ppcs/Nppa/Ppargc1a/Ppat/Nt5c3/Acsm5/Atp6v1b2/Nudt7/Hspa8/Clpx/Rora/Enpp3/Gck/Dcakd/Foxk2/Acot2/Acot1/Entpd5/Hmgcr/Adcy4/Atpsckmt/Ehhadh/Xdh/Pgam1/Gpam/ND4/ND5/ND6",31
"GO:0005978","glycogen biosynthetic process","10/652","44/28943",3.90923423740599e-08,4.13528995635164e-06,2.76061712966474e-06,"Irs1/Per2/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Ppp1r3c",10
"GO:0009250","glucan biosynthetic process","10/652","44/28943",3.90923423740599e-08,4.13528995635164e-06,2.76061712966474e-06,"Irs1/Per2/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Ppp1r3c",10
"GO:0045444","fat cell differentiation","23/652","265/28943",4.26188585163844e-08,4.41241203278141e-06,2.94561696263297e-06,"Per2/Mkks/Cebpb/Rorc/Nr4a3/Klf4/Cmklr1/Atf5/Arntl/Nudt7/Rora/Fbxo9/Ddit3/Xbp1/Sh3pxd2b/Socs7/Nr1d1/Asxl2/Lpin1/Gdf10/Nr4a1/Mrap/Vegfa",23
"GO:0030239","myofibril assembly","12/652","71/28943",5.8803664547671e-08,5.96122149352015e-06,3.97956378934458e-06,"Cavin4/Wdr1/Lmod2/Flnc/Acta1/Xirp1/Mypn/Tcap/Prkar1a/Actg1/Srf/Pdgfrb",12
"GO:0019693","ribose phosphate metabolic process","31/652","456/28943",6.28326316973331e-08,6.239665017127e-06,4.16544578771149e-06,"Uck2/Adss/Slc25a25/Ppcs/Nppa/Ppargc1a/Ppat/Nt5c3/Acsm5/Atp6v1b2/Nudt7/Hspa8/Clpx/Rora/Enpp3/Gck/Dcakd/Foxk2/Acot2/Acot1/Entpd5/Hmgcr/Adcy4/Atpsckmt/Ehhadh/Xdh/Pgam1/Gpam/ND4/ND5/ND6",31
"GO:0055002","striated muscle cell development","12/652","72/28943",6.91321848435656e-08,6.7279442289758e-06,4.49140889320512e-06,"Cavin4/Wdr1/Lmod2/Flnc/Acta1/Xirp1/Mypn/Tcap/Prkar1a/Actg1/Srf/Pdgfrb",12
"GO:0050796","regulation of insulin secretion","19/652","191/28943",7.51147646627463e-08,7.07445401096791e-06,4.72273023943733e-06,"Irs1/Per2/Il1b/Slc16a1/Cd38/Clock/Dynll1/Ptpn11/Aacs/Arntl/Pde3b/Irs2/Gck/Nr1d1/Hmgcr/Eny2/Pim3/Cpt1a/Osbp",19
"GO:0031667","response to nutrient levels","28/652","387/28943",7.56004127764758e-08,7.07445401096791e-06,4.72273023943733e-06,"Rnf152/Atf3/Slc25a25/Hspa5/Pdia3/Mkks/Slc16a1/Alpl/Ppargc1a/Spp1/Mn1/Aacs/Eif4ebp1/Gdf15/Ldlr/Slc38a3/Foxo3/Ddit3/Xbp1/Gck/Larp1/Wnk4/Foxk2/Atf4/Cdkn1a/Sik1/Clic5/Srf",28
"GO:0019216","regulation of lipid metabolic process","28/652","388/28943",7.97829642527282e-08,7.32497932176935e-06,4.88997473056444e-06,"Idh1/Irs1/Il1b/Rorc/Atp1a1/Nr4a3/Ppargc1a/Scarb1/Gimap3/Pde3b/Irs2/Hpgd/Slc27a1/Ldlr/Rora/Pik3ip1/Nr1d1/Sox9/Lpin1/Agtr1a/Nr1d2/Clcn2/Sik1/Pdgfrb/Cpt1a/Gpam/Mid1ip1/Rgn",28
"GO:0032869","cellular response to insulin stimulus","20/652","212/28943",8.28065710764186e-08,7.46179212699728e-06,4.98130757001614e-06,"Irs1/Il1b/Slc25a33/Ptpn11/Ywhag/Pde3b/Irs2/Eif4ebp1/Slc27a1/Cdk2/Xbp1/Gck/Inpp5k/Socs7/Lpin1/Hnrnpk/Slc39a14/Tns2/Srsf3/Gpam",20
"GO:0051896","regulation of protein kinase B signaling","18/652","175/28943",9.9178657082826e-08,8.77460627936421e-06,5.85770977526509e-06,"Rapgef1/Eng/Thbs1/Klf4/Mul1/Pik3cd/Met/Inpp5f/Gdf15/Rasd2/Mmp3/Ddit3/Inpp5k/Hsp90aa1/Angpt1/Hsp90ab1/Vegfa/Xdh",18
"GO:0030522","intracellular receptor signaling pathway","20/652","218/28943",1.31028166535117e-07,1.13854117564264e-05,7.60061883322123e-06,"Mavs/Dnaja1/Tlr4/Clock/Mn1/Cyp26b1/Arntl/Nr3c2/Calr/Rora/Cited2/Cry1/Per1/Rnf135/Asxl2/Nfkbia/Ddx17/Crkl/Lbh/Klf9",20
"GO:0071560","cellular response to transforming growth factor beta stimulus","21/652","242/28943",1.64598148437182e-07,1.39292269037711e-05,9.29880680663628e-06,"Adamtsl2/Eng/Hspa5/Thbs1/Pmepa1/Ski/Ppargc1a/Serpine1/Peg10/Zyx/Furin/Hpgd/Cited2/Xbp1/Ccl2/Smurf2/Sox9/Crkl/Cldn5/Hsp90ab1/Nrep",21
"GO:0046883","regulation of hormone secretion","24/652","308/28943",1.66028598524193e-07,1.39292269037711e-05,9.29880680663628e-06,"Irs1/Per2/Il1b/Slc16a1/Nppa/Cd38/Clock/Spp1/Dynll1/Ptpn11/Aacs/Arntl/Pde3b/Irs2/Cry1/Gck/Rasl10b/Nr1d1/Agtr1a/Hmgcr/Eny2/Pim3/Cpt1a/Osbp",24
"GO:0033692","cellular polysaccharide biosynthetic process","11/652","64/28943",1.75504510981732e-07,1.44746601769002e-05,9.66292454754017e-06,"Irs1/Per2/B4galt5/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Ppp1r3c",11
"GO:0006631","fatty acid metabolic process","30/652","453/28943",1.80454269509516e-07,1.46348412572218e-05,9.76985746853275e-06,"Irs1/Per2/Ephx1/Ptgds/Il1b/Them4/Cyp2u1/Nr4a3/Ppargc1a/Aacs/Tuba8/Ucp3/Acsm5/Irs2/Hpgd/Slc27a1/Ces2e/Nudt7/Sox9/Cygb/Lpin1/Acot2/Acot1/Cyp2d22/Ehhadh/Cyp4f15/Cpt1a/Gpam/Mid1ip1/Rgn",30
"GO:0051403","stress-activated MAPK cascade","21/652","244/28943",1.89048129577164e-07,1.50804622708603e-05,1.00673430176899e-05,"Mapkapk2/Traf2/Rapgef1/Il1b/Dnaja1/Tlr4/Nppa/Met/Gadd45a/Dusp16/Dixdc1/Cryab/Klhl31/Ccn2/Gadd45b/Per1/Map2k6/Hmgcr/Vegfa/Xdh/Sh3rf2",21
"GO:0071559","response to transforming growth factor beta","21/652","246/28943",2.16797120428803e-07,1.70150772259121e-05,1.13588440346907e-05,"Adamtsl2/Eng/Hspa5/Thbs1/Pmepa1/Ski/Ppargc1a/Serpine1/Peg10/Zyx/Furin/Hpgd/Cited2/Xbp1/Ccl2/Smurf2/Sox9/Crkl/Cldn5/Hsp90ab1/Nrep",21
"GO:0072521","purine-containing compound metabolic process","31/652","483/28943",2.24620693170521e-07,1.72259192574995e-05,1.14995969517043e-05,"Adss/Slc25a25/Ppcs/Nppa/Slc2a9/Ppargc1a/Ppat/Spp1/Nt5c3/Acsm5/Atp6v1b2/Nudt7/Hspa8/Clpx/Rora/Enpp3/Gck/Dcakd/Foxk2/Acot2/Acot1/Hmgcr/Adcy4/Atpsckmt/Ehhadh/Xdh/Pgam1/Gpam/ND4/ND5/ND6",31
"GO:0005977","glycogen metabolic process","12/652","80/28943",2.30103730320072e-07,1.72259192574995e-05,1.14995969517043e-05,"Irs1/Per2/Stk40/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Pcdh12/Ppp1r3c",12
"GO:0006073","cellular glucan metabolic process","12/652","80/28943",2.30103730320072e-07,1.72259192574995e-05,1.14995969517043e-05,"Irs1/Per2/Stk40/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Pcdh12/Ppp1r3c",12
"GO:0044042","glucan metabolic process","12/652","81/28943",2.64644971384505e-07,1.95115519811667e-05,1.30254287351289e-05,"Irs1/Per2/Stk40/Irs2/Ppp1r3b/Epm2a/Dyrk2/Gck/Inpp5k/Nr1d1/Pcdh12/Ppp1r3c",12
"GO:0071383","cellular response to steroid hormone stimulus","17/652","169/28943",3.08646334731485e-07,2.24160158925882e-05,1.49643768889452e-05,"Atp1a1/Dnaja1/Clock/Uri1/Arntl/Eif4ebp1/Nr3c2/Calr/Cry1/Per1/Agtr1a/Fbxo32/Ddx17/Crebrf/Lbh/Npc1/Klf9",17
"GO:0001659","temperature homeostasis","18/652","189/28943",3.17195500493056e-07,2.2698136844106e-05,1.51527138470831e-05,"Per2/Il1b/Cebpb/Tlr4/Dock7/Alpl/Ppargc1a/Cmklr1/Gimap3/Arntl/Slc27a1/Acvr2b/Ddit3/Nr1d1/Map2k6/Lpin1/Atf4/Vegfa",18
"GO:0031098","stress-activated protein kinase signaling cascade","21/652","254/28943",3.69433835627078e-07,2.60531165820487e-05,1.73924152058758e-05,"Mapkapk2/Traf2/Rapgef1/Il1b/Dnaja1/Tlr4/Nppa/Met/Gadd45a/Dusp16/Dixdc1/Cryab/Klhl31/Ccn2/Gadd45b/Per1/Map2k6/Hmgcr/Vegfa/Xdh/Sh3rf2",21
